Site_Location,Size,Bath,Balcony,New_Total_Sqft,Price,area_type
Dapodi,2 BHK,2,1,1047,90.882,Super built-up  Area
Deccan Gymkhana,2 Bedroom,2,0,1200,82.5,Plot  Area
Dehu Road,10 Bedroom,10,2,1200,209,Plot  Area
Dhankawadi,2 BHK,2,1,1065,49.5,Built-up  Area
Dhayari Phata,3 BHK,3,3,2300,405.9,Built-up  Area
Dhole Patil Road,2 BHK,2,1,1000,68.2,Super built-up  Area
Erandwane,3 BHK,3,1,1682,124.3,Super built-up  Area
Fatima Nagar,3 BHK,3,2,1756,144.1,Super built-up  Area
Fergusson College Road,5 Bedroom,4,2,4000,1100,Plot  Area
Ganesh Peth,4 BHK,4,2,1050,99,Super built-up  Area
Ganeshkhind,2 BHK,2,1,1238,74.052,Super built-up  Area
Ghorpade Peth,2 BHK,2,1,814,46.2,Super built-up  Area
Ghorpadi,2 BHK,2,1,1145,51.15,Built-up  Area
Gokhale Nagar,2 BHK,2,1,965,37.4,Super built-up  Area
Gultekdi,2 BHK,2,1,750,39.6,Super built-up  Area
Guruwar peth,3 BHK,2,2,1300,60.5,Built-up  Area
Hadapsar,3 BHK,3,3,1590,144.1,Super built-up  Area
Hadapsar Industrial Estate,1 BHK,1,1,644,44,Super built-up  Area
Hingne Khurd,2 BHK,2,1,982,40.7,Super built-up  Area
Jangali Maharaj Road,2 BHK,2,2,1260,110,Super built-up  Area
Kalyani Nagar,3 BHK,3,2,1555,82.687,Super built-up  Area
Karve Nagar,4 Bedroom,4,1,2500,495,Built-up  Area
Karve Road,2 BHK,2,2,1225,52.8,Super built-up  Area
Kasba Peth,2 BHK,2,1,1085,50.6,Super built-up  Area
Katraj,3 BHK,3,2,1640,242,Super built-up  Area
Khadaki,3 BHK,3,1,1595,121,Built-up  Area
Khadki,2 BHK,2,2,1196,44.484,Super built-up  Area
Kharadi,3 BHK,3,1,1859,118.8,Super built-up  Area
Kondhwa,2 BHK,2,1,1079,66,Super built-up  Area
Kondhwa Budruk,2 BHK,1,1,550,29.7,Built-up  Area
Kondhwa Khurd,2 BHK,2,1,1118,46.2,Super built-up  Area
Koregaon Park,2 BHK,2,2,1198,66,Super built-up  Area
Kothrud,3 BHK,2,2,1162.5,33.2365,Super built-up  Area
Law College Road,3 BHK,4,2,1830,148.5,Super built-up  Area
Laxmi Road,2 BHK,2,1,1160,64.9,Super built-up  Area
Lulla Nagar,3 BHK,2,1,1485,171.6,Super built-up  Area
Mahatma Gandhi Road,3 BHK,3,3,2070,148.5,Super built-up  Area
Mangalwar peth,6 Bedroom,4,1,750,165,Plot  Area
Manik Bagh,2 BHK,2,0,957,57.75,Built-up  Area
Market yard,5 Bedroom,4,1,2400,341,Plot  Area
Model colony,2 BHK,2,1,1268,75.9,Super built-up  Area
Mukund Nagar,3 BHK,2,2,1450,95.7,Super built-up  Area
Mundhawa,3 BHK,2,2,1600,82.5,Built-up  Area
Nagar Road,3 BHK,2,1,1330,62.7,Super built-up  Area
Nana Peth,3 BHK,2,2,1355,71.5,Super built-up  Area
Narayan Peth,2 BHK,2,2,1272,56.65,Super built-up  Area
Narayangaon,2 BHK,2,1,1100,42.339,Super built-up  Area
Navi Peth,3 BHK,3,2,1220,63.8,Super built-up  Area
Padmavati,2 BHK,2,1,1075,51.436,Super built-up  Area
Parvati Darshan,2 BHK,2,1,800,60.5,Super built-up  Area
Pashan,2 BHK,2,1,995,38.302,Super built-up  Area
Paud Road,2 BHK,1,1,900,48.4,Built-up  Area
Pirangut,2 BHK,2,1,1140,46.2,Super built-up  Area
Prabhat Road,3 BHK,2,2,1480,137.5,Super built-up  Area
Pune Railway Station,3 BHK,2,2,1710,99.693,Super built-up  Area
Rasta Peth,3 BHK,3,3,2106,162.8,Super built-up  Area
Raviwar Peth,9 Bedroom,6,2,2400,297,Plot  Area
Sadashiv Peth,3 Bedroom,2,2,3800,143,Plot  Area
Sahakar Nagar,3 Bedroom,3,2,800,132,Plot  Area
Salunke Vihar,2 BHK,2,2,1602,114.4,Super built-up  Area
Sasson Road,3 BHK,2,2,1660,127.6,Super built-up  Area
Satara Road,3 BHK,3,2,1549,88,Super built-up  Area
Senapati Bapat Road,1 BHK,1,1,700,41.8,Super built-up  Area
Shaniwar Peth,2 BHK,2,1,1012,70.4,Super built-up  Area
Shivaji Nagar,3 BHK,3,1,1469,97.9,Super built-up  Area
Shukrawar Peth,2 BHK,2,1,1216,75.9,Super built-up  Area
Sinhagad Road,2 BHK,2,1,1065,61.743,Super built-up  Area
Somwar Peth,3 BHK,3,1,1411,102.465,Super built-up  Area
Swargate,2 BHK,2,2,1400,63.25,Super built-up  Area
Tilak Road,3 BHK,3,2,1250,31.9,Super built-up  Area
Uruli Devachi,2 BHK,2,3,1245,68.2,Super built-up  Area
Vadgaon Budruk,2 BHK,2,1,1115,55,Super built-up  Area
Wadgaon Sheri,2 BHK,2,1,1000,38.5,Super built-up  Area
Viman Nagar,3 BHK,3,0,1580,79.079,Super built-up  Area
Vishrant Wadi,3 BHK,3,2,1800,99,Super built-up  Area
Wagholi,2 BHK,2,2,1500,143,Super built-up  Area
Wakadewadi,1 BHK,1,1,645,18.095,Super built-up  Area
Wanowrie,3 BHK,3,2,1275,48.4,Super built-up  Area
Warje,3 BHK,3,2,1494,90.2,Super built-up  Area
Yerawada,3 BHK,3,2,1949,141.9,Super built-up  Area
Alandi Road,2 BHK,2,1,1020,51.15,Super built-up  Area
Ambegaon Budruk,2 BHK,2,1,883,49.5,Super built-up  Area
Anandnagar,4 BHK,4,2,3200,308,Built-up  Area
Aundh,6 Bedroom,6,1,1680,137.5,Plot  Area
Aundh Road,12 Bedroom,6,2,2232,330,Plot  Area
Balaji Nagar,3 BHK,3,3,2010,137.5,Super built-up  Area
Baner,2 BHK,2,2,1240,88,Super built-up  Area
Baner road,2 BHK,2,1,1213,69.3,Super built-up  Area
Bhandarkar Road,3 BHK,3,3,1835,96.8,Super built-up  Area
Bhavani Peth,9 Bedroom,10,3,1800,203.5,Plot  Area
Bibvewadi,4 BHK,5,2,2932,214.5,Super built-up  Area
Bopodi,4 Bedroom,5,2,3425,275,Built-up  Area
Budhwar Peth,2 BHK,2,0,945,49.5,Built-up  Area
Bund Garden Road,3 BHK,2,2,1504,110,Super built-up  Area
Camp,3 BHK,3,2,1569,165,Super built-up  Area
Chandan Nagar,3 BHK,3,2,1755,143,Super built-up  Area
Dapodi,3 BHK,3,2,1760,154,Super built-up  Area
Deccan Gymkhana,2 BHK,2,3,1240,48.334,Super built-up  Area
Dehu Road,3 BHK,3,2,1450,79.794,Super built-up  Area
Dhankawadi,2 BHK,2,0,1000,52.8,Super built-up  Area
Dhayari Phata,1 Bedroom,1,1,3820,336.6,Plot  Area
Dhole Patil Road,5 BHK,4,2,2000,159.5,Super built-up  Area
Erandwane,2 BHK,2,2,1215,64.9,Super built-up  Area
Fatima Nagar,5 Bedroom,6,2,1276,605,Plot  Area
Fergusson College Road,3 BHK,3,3,1330,80.85,Super built-up  Area
Ganesh Peth,2 BHK,2,1,1178,82.5,Super built-up  Area
Ganeshkhind,4 Bedroom,4,3,1500,211.2,Plot  Area
Ghorpade Peth,2 BHK,2,2,2040,64.9,Super built-up  Area
Ghorpadi,3 BHK,3,2,2000,93.5,Super built-up  Area
Gokhale Nagar,3 BHK,2,1,1602,181.5,Super built-up  Area
Gultekdi,4 Bedroom,4,1,1200,143,Plot  Area
Guruwar peth,2 BHK,2,2,1194,50.6,Super built-up  Area
Hadapsar,3 BHK,3,1,1800,242,Built-up  Area
Hadapsar Industrial Estate,3 Bedroom,2,1,2400,167.2,Plot  Area
Hingne Khurd,3 BHK,3,3,1700,118.8,Super built-up  Area
Jangali Maharaj Road,3 BHK,3,2,1200,71.5,Built-up  Area
Kalyani Nagar,3 Bedroom,3,0,1500,79.2,Plot  Area
Karve Nagar,3 Bedroom,3,2,1240,181.5,Plot  Area
Karve Road,3 Bedroom,3,2,3000,440,Built-up  Area
Kasba Peth,3 BHK,3,3,1737,93.5,Built-up  Area
Katraj,2 Bedroom,2,0,900,60.5,Plot  Area
Khadaki,3 BHK,2,1,1280,52.8,Built-up  Area
Khadki,2 BHK,2,2,1560,93.5,Super built-up  Area
Kharadi,2 BHK,2,1,883,48.4,Super built-up  Area
Kondhwa,2 BHK,2,1,750,36.3,Super built-up  Area
Kondhwa Budruk,4 BHK,3,3,2400,154,Super built-up  Area
Kondhwa Khurd,2 BHK,2,1,900,49.5,Super built-up  Area
Koregaon Park,2 BHK,2,1,1030,54.285,Super built-up  Area
Kothrud,3 BHK,3,2,1850,170.5,Super built-up  Area
Law College Road,3 BHK,3,1,1831,121,Built-up  Area
Laxmi Road,2 BHK,2,1,1095,42.163,Super built-up  Area
Lulla Nagar,3 BHK,2,1,1320,41.943,Built-up  Area
Mahatma Gandhi Road,3 BHK,2,0,1272.5,44.792,Super built-up  Area
Mangalwar peth,2 BHK,2,1,1000,67.1,Built-up  Area
Manik Bagh,3 BHK,3,2,1820,93.94,Super built-up  Area
Market yard,3 BHK,2,1,1075,45.1,Super built-up  Area
Model colony,3 Bedroom,3,0,1500,91.3,Plot  Area
Mukund Nagar,1 RK,1,0,360,18.59,Super built-up  Area
Mundhawa,1 BHK,1,0,925,44.77,Super built-up  Area
Nagar Road,2 BHK,2,1,1140,78.023,Super built-up  Area
Nana Peth,2 BHK,2,2,1145,64.24,Super built-up  Area
Narayan Peth,3 BHK,3,3,1862,132,Super built-up  Area
Narayangaon,2 BHK,2,2,947,47.3,Super built-up  Area
Navi Peth,4 BHK,4,2,1276,232.1,Built-up  Area
Padmavati,3 Bedroom,3,2,700,214.5,Plot  Area
Parvati Darshan,2 BHK,2,2,1120,44,Super built-up  Area
Pashan,3 BHK,3,3,2700,220,Built-up  Area
Paud Road,3 BHK,2,2,1805,82.5,Super built-up  Area
Pirangut,2 BHK,2,3,1100,102.3,Super built-up  Area
Prabhat Road,4 Bedroom,3,0,1355,148.5,Plot  Area
Pune Railway Station,3 BHK,3,2,1677,107.8,Built-up  Area
Rasta Peth,8 Bedroom,8,3,2500,104.5,Built-up  Area
Raviwar Peth,3 BHK,3,3,1560,81.4,Super built-up  Area
Sadashiv Peth,3 BHK,3,2,2060,165,Super built-up  Area
Sahakar Nagar,3 BHK,2,0,1716,126.5,Super built-up  Area
Salunke Vihar,3 BHK,3,1,1864,154,Super built-up  Area
Sasson Road,1 BHK,1,1,638,35.2,Built-up  Area
Satara Road,9 Bedroom,7,3,1200,104.5,Plot  Area
Senapati Bapat Road,8 BHK,9,2,1150,187,Super built-up  Area
Shaniwar Peth,2 BHK,2,1,937,33,Super built-up  Area
Shivaji Nagar,3 BHK,2,1,1490,126.5,Built-up  Area
Shukrawar Peth,4 BHK,5,3,4856,451,Super built-up  Area
Sinhagad Road,4 Bedroom,6,1,4003,577.5,Plot  Area
Somwar Peth,2 BHK,2,1,1100,40.7,Super built-up  Area
Swargate,2 BHK,2,2,1000,53.383,Super built-up  Area
Tilak Road,2 BHK,2,1,1060,40.7,Super built-up  Area
Uruli Devachi,2 BHK,2,1,1047,100.1,Super built-up  Area
Vadgaon Budruk,2 BHK,2,2,1200,88,Built-up  Area
Wadgaon Sheri,3 BHK,2,2,1420,82.5,Super built-up  Area
Viman Nagar,3 BHK,3,2,1539,93.5,Super built-up  Area
Vishrant Wadi,3 BHK,3,1,1550,64.9,Super built-up  Area
Wagholi,3 BHK,3,3,1555,90.2,Super built-up  Area
Wakadewadi,7 Bedroom,6,2,600,151.8,Plot  Area
Wanowrie,3 BHK,3,3,1553,74.8,Super built-up  Area
Warje,2 BHK,2,2,920,28.6,Super built-up  Area
Yerawada,3 BHK,3,3,1740,132,Super built-up  Area
Alandi Road,3 BHK,3,2,1855,159.5,Super built-up  Area
Ambegaon Budruk,3 BHK,3,1,1724,160.6,Super built-up  Area
Anandnagar,2 BHK,2,2,1020,66,Super built-up  Area
Aundh,6 Bedroom,4,2,1000,165,Plot  Area
Aundh Road,3 BHK,2,1,1250,55,Super built-up  Area
Balaji Nagar,3 BHK,3,2,1450,82.5,Super built-up  Area
Baner,2 BHK,2,2,1200,88,Super built-up  Area
Baner road,2 BHK,2,2,1140,63.8,Built-up  Area
Bhandarkar Road,5 Bedroom,5,2,900,121,Plot  Area
Bhavani Peth,1 BHK,1,1,550,17.6,Super built-up  Area
Bibvewadi,3 BHK,3,1,1450,48.4,Super built-up  Area
Budhwar Peth,2 BHK,2,1,700,38.577,Super built-up  Area
Bund Garden Road,3 Bedroom,3,1,1200,61.6,Plot  Area
Camp,2 BHK,2,1,1050,49.5,Super built-up  Area
Chandan Nagar,3 BHK,3,3,1600,75.9,Super built-up  Area
Dapodi,3 BHK,2,3,1625,82.5,Super built-up  Area
Deccan Gymkhana,2 BHK,2,2,1492,71.5,Super built-up  Area
Dehu Road,4 BHK,5,0,2856,173.25,Super built-up  Area
Dhankawadi,3 BHK,2,3,1489,90.2,Super built-up  Area
Dhayari Phata,3 BHK,2,2,1560,68.618,Super built-up  Area
Dhole Patil Road,2 BHK,2,2,1140,46.2,Super built-up  Area
Erandwane,3 BHK,3,2,1431,71.5,Super built-up  Area
Fatima Nagar,3 BHK,3,1,1682,125.4,Super built-up  Area
Fergusson College Road,2 BHK,2,1,1198,94.886,Super built-up  Area
Ganesh Peth,3 Bedroom,3,2,3664,357.5,Plot  Area
Ganeshkhind,3 BHK,2,2,1550,76.725,Super built-up  Area
Ghorpade Peth,2 BHK,2,1,1026,49.5,Super built-up  Area
Ghorpadi,3 BHK,2,2,1260,57.2,Built-up  Area
Gokhale Nagar,2 Bedroom,2,0,690,46.2,Plot  Area
Gultekdi,1 BHK,1,1,539,49.5,Super built-up  Area
Guruwar peth,4 Bedroom,4,1,1200,93.5,Built-up  Area
Hadapsar,3 Bedroom,3,3,2400,132,Built-up  Area
Hadapsar Industrial Estate,2 BHK,2,2,1200,87.505,Super built-up  Area
Hingne Khurd,4 Bedroom,5,2,2500,385,Plot  Area
Jangali Maharaj Road,3 BHK,2,2,1186,44,Super built-up  Area
Kalyani Nagar,2 BHK,2,2,1039,43.45,Super built-up  Area
Karve Nagar,4 Bedroom,5,3,1500,256.3,Plot  Area
Karve Road,5 Bedroom,4,1,1500,110,Plot  Area
Kasba Peth,3 BHK,3,2,2520,165,Super built-up  Area
Katraj,2 BHK,2,2,1225,73.15,Built-up  Area
Khadaki,2 BHK,2,2,1350,79.2,Built-up  Area
Khadki,2 BHK,2,2,1030,330,Super built-up  Area
Kharadi,3 BHK,2,2,1550,54.56,Built-up  Area
Kondhwa,3 BHK,3,2,1490,86.9,Super built-up  Area
Kondhwa Budruk,3 BHK,3,2,1520,122.1,Super built-up  Area
Kondhwa Khurd,4 Bedroom,4,2,4100,605,Plot  Area
Koregaon Park,3 BHK,2,3,1391,70.95,Built-up  Area
Kothrud,2 BHK,2,2,1200,55,Super built-up  Area
Law College Road,4 Bedroom,4,2,1200,94.6,Plot  Area
Laxmi Road,5 Bedroom,6,3,2500,550,Plot  Area
Lulla Nagar,2 BHK,2,2,1322,88,Super built-up  Area
Mahatma Gandhi Road,3 BHK,3,2,2173,140.8,Super built-up  Area
Mangalwar peth,2 BHK,2,2,1200,82.5,Super built-up  Area
Manik Bagh,2 BHK,2,2,1200,51.7,Super built-up  Area
Market yard,2 BHK,2,2,1170,71.5,Super built-up  Area
Model colony,2 BHK,2,2,1125,50.116,Super built-up  Area
Mukund Nagar,1 BHK,1,0,698.5,31.427,Super built-up  Area
Mundhawa,2 BHK,2,2,1250,99,Super built-up  Area
Nagar Road,2 BHK,2,2,1025,30.448,Super built-up  Area
Nana Peth,3 BHK,2,2,1075,39.6,Super built-up  Area
Narayan Peth,3 BHK,2,2,1900,209,Super built-up  Area
Narayangaon,3 BHK,3,2,1435,49.5,Built-up  Area
Navi Peth,2 BHK,2,2,1175,71.478,Super built-up  Area
Padmavati,3 BHK,3,2,1464,61.6,Super built-up  Area
Parvati Darshan,2 BHK,2,1,900,36.3,Built-up  Area
Pashan,1 BHK,1,1,585,23.1,Super built-up  Area
Paud Road,4 Bedroom,5,2,3170,253,Plot  Area
Pirangut,3 BHK,2,1,1602,187,Super built-up  Area
Prabhat Road,2 BHK,2,2,1220,46.2,Super built-up  Area
Pune Railway Station,3 BHK,3,3,2500,385,Super built-up  Area
Rasta Peth,3 BHK,3,3,2145,198,Super built-up  Area
Raviwar Peth,2 BHK,2,3,960,63.8,Super built-up  Area
Sadashiv Peth,1 BHK,1,1,907,41.8,Super built-up  Area
Sahakar Nagar,2 BHK,2,1,1210,81.4,Super built-up  Area
Salunke Vihar,4 Bedroom,4,1,900,165,Plot  Area
Sasson Road,2 BHK,2,2,1230,77,Super built-up  Area
Satara Road,3 BHK,2,1,1350,82.5,Super built-up  Area
Senapati Bapat Road,2 BHK,2,2,1150,63.8,Super built-up  Area
Shaniwar Peth,3 BHK,2,0,1404,58.685,Super built-up  Area
Shivaji Nagar,2 BHK,2,3,1050,52.8,Super built-up  Area
Shukrawar Peth,8 Bedroom,10,0,1020,170.5,Plot  Area
Sinhagad Road,2 BHK,2,2,1285,61.6,Super built-up  Area
Somwar Peth,2 BHK,2,1,1018,55.88,Super built-up  Area
Swargate,3 Bedroom,3,2,1200,62.7,Plot  Area
Tilak Road,2 BHK,2,2,1115,55,Super built-up  Area
Uruli Devachi,3 BHK,3,3,1600,104.5,Super built-up  Area
Vadgaon Budruk,2 BHK,2,1,1480,88,Super built-up  Area
Wadgaon Sheri,5 Bedroom,7,0,2500,137.5,Built-up  Area
Viman Nagar,1 BHK,1,1,480,27.5,Built-up  Area
Vishrant Wadi,3 BHK,3,3,1435,58.3,Super built-up  Area
Wagholi,1 BHK,1,2,450,66,Built-up  Area
Wakadewadi,1 BHK,2,0,600,25.3,Super built-up  Area
Wanowrie,3 BHK,2,3,1590,93.5,Super built-up  Area
Yerawada,2 BHK,2,0,936,44.22,Built-up  Area
Alandi Road,2 BHK,2,1,1181,82.5,Super built-up  Area
Ambegaon Budruk,3 BHK,3,2,1741,88,Super built-up  Area
Anandnagar,3 BHK,3,1,1750,135.3,Super built-up  Area
Aundh,2 BHK,2,2,1050,46.97,Super built-up  Area
Aundh Road,2 BHK,2,1,1027,66,Super built-up  Area
Balaji Nagar,2 BHK,2,1,596,24.2,Built-up  Area
Baner,4 BHK,6,0,3463,341,Built-up  Area
Baner road,3 BHK,3,2,1600,77,Built-up  Area
Bhandarkar Road,4 BHK,5,3,2790,217.8,Super built-up  Area
Bhavani Peth,2 BHK,2,1,1000,66,Super built-up  Area
Bibvewadi,2 BHK,2,2,1120,48.664,Super built-up  Area
Bopodi,2 Bedroom,2,0,1200,93.5,Plot  Area
Budhwar Peth,2 BHK,2,2,1200,38.5,Super built-up  Area
Bund Garden Road,3 BHK,3,2,1570,121,Super built-up  Area
Camp,3 BHK,3,1,1500,148.5,Super built-up  Area
Chandan Nagar,2 BHK,2,2,1315,154,Built-up  Area
Dapodi,2 BHK,2,1,1140,37.224,Super built-up  Area
Deccan Gymkhana,2 BHK,2,2,1105,99,Super built-up  Area
Dehu Road,2 BHK,2,1,1200,38.115,Built-up  Area
Dhankawadi,1 BHK,1,1,905,68.2,Super built-up  Area
Dhayari Phata,4 Bedroom,4,0,2400,385,Plot  Area
Dhole Patil Road,2 BHK,2,1,1185,55,Super built-up  Area
Erandwane,2 BHK,2,1,1083,110,Super built-up  Area
Fatima Nagar,3 BHK,3,2,1458,66,Super built-up  Area
Fergusson College Road,3 BHK,3,2,1555,82.5,Super built-up  Area
Ganesh Peth,2 BHK,2,2,1200,49.5,Built-up  Area
Ganeshkhind,2 BHK,2,1,1308,64.746,Super built-up  Area
Ghorpade Peth,2 BHK,2,2,1024,48.4,Super built-up  Area
Ghorpadi,2 BHK,2,2,1194,51.7,Super built-up  Area
Gokhale Nagar,3 BHK,3,1,1450,82.5,Super built-up  Area
Gultekdi,3 BHK,3,3,1639,132,Super built-up  Area
Guruwar peth,3 BHK,3,2,1870,151.8,Super built-up  Area
Hadapsar,2 BHK,2,1,1232,95.7,Super built-up  Area
Hadapsar Industrial Estate,3 BHK,3,1,1719,202.4,Super built-up  Area
Hingne Khurd,2 BHK,2,1,975,27.346,Super built-up  Area
Jangali Maharaj Road,3 BHK,4,2,2000,143,Super built-up  Area
Kalyani Nagar,2 BHK,2,1,1230,86.9,Super built-up  Area
Karve Nagar,4 Bedroom,4,2,1350,154,Plot  Area
Karve Road,2 BHK,2,2,1076,73.7,Super built-up  Area
Kasba Peth,7 Bedroom,7,1,2400,137.5,Built-up  Area
Katraj,3 BHK,2,2,995,38.302,Super built-up  Area
Khadaki,3 BHK,3,2,2120,194.7,Super built-up  Area
Khadki,6 Bedroom,7,2,2400,506,Plot  Area
Kharadi,6 Bedroom,6,2,850,85.8,Plot  Area
Kondhwa,2 BHK,2,2,1096,44.605,Super built-up  Area
Kondhwa Budruk,2 BHK,2,1,1107.83,45.661,Super built-up  Area
Kondhwa Khurd,1 BHK,1,0,505,93.5,Built-up  Area
Koregaon Park,2 BHK,2,2,1320,126.5,Super built-up  Area
Kothrud,3 BHK,3,0,1431.5,79.222,Super built-up  Area
Law College Road,2 BHK,2,1,1320,109.186,Super built-up  Area
Laxmi Road,3 BHK,4,2,2901,209,Super built-up  Area
Lulla Nagar,3 BHK,2,2,1315,71.5,Built-up  Area
Mahatma Gandhi Road,2 BHK,2,1,1000,48.4,Super built-up  Area
Mangalwar peth,3 BHK,3,3,1596,87.78,Super built-up  Area
Manik Bagh,3 BHK,3,2,1750,143,Super built-up  Area
Market yard,4 Bedroom,4,2,2403,297,Plot  Area
Model colony,3 BHK,3,2,1350,51.975,Super built-up  Area
Mukund Nagar,4 BHK,2,2,4062.5,375.1,Super built-up  Area
Mundhawa,2 BHK,2,2,1175,86.9,Super built-up  Area
Nagar Road,2 BHK,2,1,921,32.417,Super built-up  Area
Nana Peth,4 Bedroom,4,2,4000,1210,Built-up  Area
Narayan Peth,3 BHK,3,3,1713,137.5,Super built-up  Area
Narayangaon,2 BHK,2,0,1200,47.3,Built-up  Area
Navi Peth,3 Bedroom,4,1,1900,99,Built-up  Area
Padmavati,3 BHK,3,2,1664,74.8,Super built-up  Area
Parvati Darshan,3 BHK,3,2,1795,152.9,Super built-up  Area
Pashan,1 BHK,1,1,600,21.45,Built-up  Area
Paud Road,2 BHK,2,3,1240,71.5,Built-up  Area
Pirangut,3 BHK,4,2,1965,145.2,Super built-up  Area
Prabhat Road,3 Bedroom,4,0,600,108.9,Plot  Area
Pune Railway Station,4 Bedroom,4,1,4111,407,Plot  Area
Rasta Peth,2 BHK,2,2,1200,65.736,Super built-up  Area
Raviwar Peth,2 BHK,2,3,1112,74.8,Super built-up  Area
Sadashiv Peth,3 BHK,3,2,3000,66,Built-up  Area
Sahakar Nagar,2 BHK,2,3,1136,70.95,Super built-up  Area
Salunke Vihar,2 BHK,2,2,914,60.5,Super built-up  Area
Sasson Road,3 BHK,2,1,1270,55.869,Super built-up  Area
Satara Road,2 BHK,2,2,1050,51.975,Super built-up  Area
Senapati Bapat Road,3 BHK,2,2,1385,75.35,Super built-up  Area
Shaniwar Peth,2 BHK,2,3,990,38.5,Super built-up  Area
Shivaji Nagar,2 BHK,2,2,845,47.3,Built-up  Area
Shukrawar Peth,2 BHK,2,1,1485,106.161,Super built-up  Area
Sinhagad Road,3 BHK,2,3,1460,48.169,Super built-up  Area
Somwar Peth,2 BHK,2,1,1450,62.7,Super built-up  Area
Swargate,3 BHK,2,1,1360,58.3,Built-up  Area
Tilak Road,2 BHK,2,3,1375,63.8,Built-up  Area
Uruli Devachi,2 BHK,2,1,1125,52.8,Super built-up  Area
Vadgaon Budruk,1 BHK,1,1,720,66,Super built-up  Area
Wadgaon Sheri,3 BHK,2,2,1460,110,Super built-up  Area
Viman Nagar,2 BHK,2,2,1107,44,Built-up  Area
Vishrant Wadi,2 BHK,2,3,1158,82.5,Built-up  Area
Wagholi,2 BHK,1,1,800,33,Super built-up  Area
Wakadewadi,9 Bedroom,9,2,600,99,Plot  Area
Wanowrie,3 BHK,3,2,1760,140.8,Super built-up  Area
Warje,4 Bedroom,4,2,3200,220,Plot  Area
Yerawada,2 Bedroom,3,2,600,159.5,Plot  Area
Alandi Road,3 Bedroom,3,1,1350,66,Built-up  Area
Ambegaon Budruk,6 Bedroom,6,3,600,110,Plot  Area
Anandnagar,2 BHK,2,1,1125,35.739,Built-up  Area
Aundh,3 BHK,3,3,1706,169.4,Super built-up  Area
Aundh Road,3 BHK,3,2,1600,123.2,Super built-up  Area
Balaji Nagar,2 BHK,2,0,1200,99,Super built-up  Area
Baner,3 BHK,3,3,1755,111.1,Super built-up  Area
Baner road,2 BHK,2,1,1200,55,Super built-up  Area
Bhandarkar Road,2 BHK,2,2,1200,73.7,Super built-up  Area
Bhavani Peth,2 BHK,2,0,1266.67,75.9,Super built-up  Area
Bibvewadi,3 BHK,3,2,1800,99,Super built-up  Area
Bopodi,3 Bedroom,4,1,1200,302.5,Plot  Area
Budhwar Peth,3 BHK,3,2,1300,70.4,Super built-up  Area
Bund Garden Road,3 Bedroom,3,3,800,66,Plot  Area
Camp,4 Bedroom,5,2,4800,605,Plot  Area
Chandan Nagar,2 BHK,2,0,1029.5,55.9405,Super built-up  Area
Dapodi,2 BHK,2,2,1128,44,Super built-up  Area
Deccan Gymkhana,2 Bedroom,2,1,2000,176,Plot  Area
Dehu Road,2 BHK,2,1,1210,88,Super built-up  Area
Dhankawadi,4 BHK,6,2,2710,156.2,Super built-up  Area
Dhayari Phata,2 BHK,2,2,1151,42.9,Super built-up  Area
Dhole Patil Road,5 BHK,8,3,7500,1870,Super built-up  Area
Erandwane,3 BHK,3,2,1464,61.6,Super built-up  Area
Fatima Nagar,2 BHK,2,2,1017,29.7,Super built-up  Area
Fergusson College Road,2 BHK,2,1,920,44,Built-up  Area
Ganesh Peth,4 Bedroom,3,1,1200,198,Plot  Area
Ganeshkhind,5 Bedroom,5,2,1000,154,Plot  Area
Ghorpade Peth,3 BHK,3,3,1750,95.15,Super built-up  Area
Ghorpadi,2 BHK,2,1,1163,71.5,Built-up  Area
Gokhale Nagar,3 BHK,3,3,1650,121,Super built-up  Area
Gultekdi,3 BHK,3,3,1800,104.5,Super built-up  Area
Guruwar peth,2 BHK,2,1,1100,63.8,Super built-up  Area
Hadapsar,2 BHK,2,2,1200,66,Built-up  Area
Hadapsar Industrial Estate,3 BHK,3,2,1410,71.5,Super built-up  Area
Hingne Khurd,3 BHK,3,2,1933,107.8,Super built-up  Area
Jangali Maharaj Road,2 BHK,2,2,1200,50.16,Super built-up  Area
Kalyani Nagar,3 BHK,2,3,1608,69.3,Super built-up  Area
Karve Nagar,4 Bedroom,5,2,2679,308,Plot  Area
Karve Road,2 BHK,2,2,1156,51.59,Super built-up  Area
Kasba Peth,2 Bedroom,2,0,1230,82.5,Plot  Area
Katraj,1 BHK,1,1,770,48.202,Super built-up  Area
Khadaki,3 BHK,3,2,1777.26,115.5,Super built-up  Area
Khadki,2 BHK,2,2,1339,93.5,Super built-up  Area
Kharadi,3 Bedroom,3,2,3044,201.3,Built-up  Area
Kondhwa,2 BHK,2,2,1080,49.28,Built-up  Area
Kondhwa Budruk,8 Bedroom,5,2,3150,159.5,Carpet  Area
Kondhwa Khurd,2 Bedroom,2,2,2400,148.5,Plot  Area
Koregaon Park,3 BHK,3,3,1450,79.2,Built-up  Area
Kothrud,2 BHK,2,2,1075,58.3,Super built-up  Area
Law College Road,3 BHK,2,2,1163,68.2,Super built-up  Area
Laxmi Road,2 Bedroom,2,0,1200,71.5,Built-up  Area
Lulla Nagar,8 Bedroom,8,1,1200,148.5,Plot  Area
Mahatma Gandhi Road,4 Bedroom,4,2,3090,357.5,Plot  Area
